-7.74741 -8.34342
-14.3117 -1.48776
-15.4463 2.66172
-10.6136 2.31804
-7.06454 1.46745
-0.667587 -0.18369
-0.732329 2.29871
-0.902509 2.71734
3.7379 2.57499
15.5352 -3.2313
7.34878 -5.4027
5.95218 -4.18078
4.86255 -9.15675
0.0594492 -15.2229
-8.53898 -9.81462
-12.1293 5.76438
-13.9314 8.14892
-8.76448 15.8275
-4.11212 10.7701
-0.216758 8.19352
2.47261 10.8802
4.9926 12.9755
8.50444 15.0485
13.4034 14.076
13.8197 8.12965
10.0251 -15.4258
8.83353 -15.3236
6.56093 -13.2478
6.82953 -12.4231
5.70816 -12.8571
-11.7183 -14.2887
-13.3135 -10.9037
-12.0752 -10.5626
-7.27195 -7.95631
