-89.3844 43.0747
-71.0637 42.3582
0 32.3038
0 33.4481
0 40.2644
-75.5197 39.1573
-82.9991 39.9613
-89.655 39.7984
-84.8754 38.1867
0 30.2747
0 40.8081
0 42.7336
0 40.8081
0 40.2644
0 40.8081
0 40.8081
-72.5805 44.2624
-76.8836 40.2644
-84.2813 30.4381
-90.1821 32.3038
-95.678 39.0482
-116.2 43.6178
-123.03 44.9385
-96.6997 40.8081
-84.5553 42.7336
-86.1626 39.7686
-104.985 39.7392
-122.905 47.0358
-134.42 58.3016
-112.018 46.5857
-104.82 41.1403
-86.7842 36.1658
-77.4336 37.5389
-84.3882 33.749
-86.3006 32.3777
-97.7403 30.2747
-157.857 21.3074
-121.494 38.5767
-112.097 33.4481
0 40.8081
0 40.8081
0 39.7686
0 38.1867
0 40.8081
0 39.9613
0 40.2644
0 47.0358
-69.7817 44.3072
-72.6822 41.764
-76.4909 38.9788
