	0.0323165	0	0
	0.0969496	0	0
	0.161583	0	0
	0.226216	0	0
	0.290849	0	0
	0.355482	0	0
	0.420115	0	0
	0.484748	0	0
	0.549381	0	0
	0.614014	0	0
	0.678647	0	0
	0.74328	0	0
	0.807913	0	0
	0.872546	0.000664538	2.45004e-05
	0.937179	0.157758	0.00164922
	1.00181	1.08108	0.0109152
	1.06645	1.97262	0.0198447
	1.13108	2.19646	0.0221413
	1.19571	1.9886	0.0199961
	1.26034	1.78001	0.0179334
	1.32498	1.61023	0.0162327
	1.38961	1.46715	0.0147857
	1.45424	1.36839	0.0137754
	1.51888	1.2539	0.0126353
	1.58351	1.17918	0.0118721
	1.64814	1.15919	0.0116503
	1.71278	1.11645	0.011206
	1.77741	1.1018	0.0110607
	1.84204	1.08219	0.010866
	1.90667	1.0677	0.0106868
	1.97131	1.04123	0.0104088
	2.03594	1.05218	0.0105311
	2.10057	1.05299	0.0105584
	2.16521	1.04329	0.0104477
	2.22984	1.02628	0.0102725
	2.29447	1.02267	0.0102322
	2.35911	1.04147	0.0104167
	2.42374	1.04558	0.0104466
	2.48837	1.03469	0.0103523
	2.55301	1.0232	0.0102259
	2.61764	1.02036	0.010192
	2.68227	1.01979	0.0101861
	2.7469	1.01957	0.0101796
	2.81154	1.02208	0.010206
	2.87617	1.00849	0.0100666
	2.9408	1.02466	0.0102285
	3.00544	1.02362	0.0102166
	3.07007	1.03189	0.0102982
	3.1347	1.02474	0.0102256
	3.19934	1.01827	0.0101588
	3.26397	1.01443	0.0101162
	3.3286	1.00787	0.010048
	3.39323	1.00947	0.0100636
	3.45787	1.00013	0.00997893
	3.5225	0.997797	0.00995343
	3.58713	0.992391	0.00989901
	3.65177	0.981725	0.00978541
	3.7164	0.988857	0.00985309
	3.78103	0.988708	0.00985203
	3.84567	0.99163	0.00987838
	3.9103	0.989613	0.00986875
	3.97493	0.990177	0.00987136
	4.03957	0.991025	0.00988035
	4.1042	0.986796	0.00983543
	4.16883	0.992276	0.00988818
	4.23346	0.995725	0.00992453
	4.2981	0.987847	0.00984656
	4.36273	0.994108	0.0099084
	4.42736	0.986619	0.00983412
	4.492	0.981137	0.00977709
	4.55663	0.981109	0.00977621
	4.62126	0.987037	0.00983274
	4.6859	0.981493	0.00977909
	4.75053	0.980094	0.00976627
	4.81516	0.979348	0.00975641
	4.87979	0.979947	0.00976032
	4.94443	0.983457	0.0097963
	5.00906	0.974696	0.00970664
	5.07369	0.98002	0.00976002
	5.13833	0.978531	0.00974405
	5.20296	0.983354	0.00979613
	5.26759	0.97759	0.00973864
	5.33223	0.985713	0.0098155
	5.39686	0.983968	0.00979766
	5.46149	0.98425	0.00980123
	5.52612	0.981935	0.00977846
	5.59076	0.980854	0.00976673
	5.65539	0.979873	0.00975759
	5.72002	0.982117	0.00977998
	5.78466	0.986453	0.00982288
	5.84929	0.987523	0.00983276
	5.91392	0.990509	0.00986194
	5.97856	0.986002	0.00981691
	6.04319	0.985227	0.00981128
	6.10782	0.987252	0.00983256
	6.17246	0.986178	0.00981919
	6.23709	0.984753	0.00980286
	6.30172	0.986769	0.00982403
	6.36635	0.986104	0.00981946
	6.43099	0.981646	0.00977446
