St_Direct	St_Discret
80.3926	105.914
99.2875	142.155
98.6428	134.641
80.7543	70.1414
85.9	112.09
122.874	154.232
117.245	109.133
109.558	68.1943
133.194	124.283
128.954	94.8919
92.4572	75.9872
79.6903	98.9771
92.598	91.0941
119.194	78.1551
64.3981	76.2634
130.607	104.807
105.403	132.545
85.32	100.122
144.864	97.4325
89.393	129.702
130.763	82.4292
102.5	136.559
133.554	112.631
84.54	91.6469
112.442	69.0373
105.618	152.631
99.1222	189.757
151.338	92.5632
78.6804	110.752
109.284	108.854
97.4991	72.7052
83.1946	109.274
119.175	96.3371
91.9574	71.4223
123.782	97.6918
107.203	130.095
62.4679	130.27
129.069	107.213
125	91.2994
97.9857	128.706
82.1419	117.954
123.788	87.4654
51.012	104.172
88.9338	105.863
130.586	107.692
148.792	172.815
86.0025	88.6805
145.092	138.212
98.188	147.917
163.287	65.2684
112.425	119.351
97.9627	126.233
95.8117	145.432
110.177	101.358
71.8169	99.2838
76.8882	92.701
101.156	106.768
122.686	90.8987
141.251	113.965
81.3835	90.6258
92.416	110.074
112.534	88.8498
84.4093	168.92
91.39	90.0356
165.759	99.5706
121.548	76.5978
128.898	119.568
139.944	111.18
66.8211	64.6443
95.3055	102.052
98.4069	91.8137
116.49	109.24
94.5862	97.1356
126.769	60.5887
124.502	92.9711
117.609	86.2111
129.809	106.126
130.065	142.693
111.77	104.957
119.147	113.309
121.26	134.716
112.351	82.7235
78.1268	131.336
102.581	95.7993
86.8851	125.969
101.883	83.5153
134.368	156.253
116.599	134.779
167.433	93.5036
158.637	85.6931
113.215	167.574
146.023	93.1873
79.2324	83.6246
89.3981	86.3139
128.908	90.9146
119.517	114.615
120.277	154.697
107.511	70.6376
151.321	138.248
75.8334	122.928
94.3489	121.363
207.668	92.753
62.6776	80.7971
107.507	149.689
95.4139	75.128
117.791	92.1468
83.3657	111.786
131.725	77.6348
177.212	106.877
129.952	114.669
143.923	81.5825
83.8921	128.199
104.564	77.5621
96.0997	92.7436
102.461	89.1821
89.954	70.2241
100.552	123.661
97.8335	82.4934
80.2309	98.5996
122.521	105.744
88.1257	97.5769
90.3539	120.539
73.4781	78.1846
87.8727	192.485
83.4276	110.141
138.176	120.619
70.7145	130.091
73.8082	100.818
101.094	101.726
160.079	140.73
79.9742	169.735
101.758	78.3177
92.6552	123.402
93.4103	89.5228
161.277	73.1349
123.373	93.3166
96.9702	106.777
125.155	136.376
91.6712	113.854
115.757	112.345
145.855	92.5309
189.232	65.633
180.188	100.939
125.938	76.1009
113.848	80.6497
129.981	89.9652
102.027	142.614
107.374	84.6029
149.209	97.9457
111.919	76.507
108.896	179.254
99.9897	104.244
52.0302	96.3255
129.99	144.992
133.509	157.236
89.0774	110.448
110.375	56.7413
122.44	91.8419
64.1531	187.722
97.0805	115.075
155.906	76.6197
83.8283	111.968
117.366	85.0092
67.3327	122.46
111.873	78.9896
106.614	93.2947
84.0933	117.582
87.1415	81.6528
157.925	141
90.9471	70.2468
106.468	84.2747
91.3753	80.0606
96.5384	87.6528
138.912	79.3058
217.475	67.8719
92.4512	111.085
153.706	82.3337
84.1787	101.821
78.3	83.0559
105.298	141.612
114.543	100.731
92.6851	151.267
81.9623	171.379
148.251	75.2255
146.685	89.5109
145.804	129.542
144.496	103.498
73.8441	115.835
94.4282	113.819
115.942	131.788
193.08	112.589
107.389	126.722
80.4122	109.07
86.9583	95.5254
165.07	79.303
74.8338	141.811
84.7809	98.1102
111.872	43.8677
147.112	129.349
98.6722	77.3866
80.6468	100.016
143.125	88.3479
138.311	87.5756
126.493	131.85
103.724	116.48
113.832	91.4996
111.457	162.125
166.445	102.3
118.075	78.6124
117.069	85.0811
75.668	94.174
132.472	142.308
87.3697	108.764
61.4386	67.7237
103.553	178.83
144.66	142.193
79.4062	101.494
180.14	84.011
114.173	177.811
100.169	95.6531
146.947	85.3979
68.6356	107.151
170.894	112.421
63.9356	135.933
89.2926	58.5906
91.0717	124.154
107.766	79.4289
121.311	110.367
87.0263	143.686
88.2662	129.005
117.523	105.315
94.5607	113.345
110.018	58.8933
116.791	67.5199
87.2863	108.835
92.7347	175.105
81.6218	129.231
121.14	107.304
105.798	86.5898
133.485	142.45
82.2215	144.54
88.823	92.0565
74.2886	110.453
75.7874	94.7264
134.438	137.868
131.538	64.472
99.1805	118.457
115.087	76.6692
137.67	122.126
98.2451	133.949
104.672	91.0988
139.885	111.726
117.35	106.326
97.5309	166.258
154.09	99.1778
123.82	133.692
124.413	109.247
112.737	65.8053
77.0327	117.118
139.262	118.301
127.502	124.354
121.65	89.1084
82.5716	65.5583
136.773	83.881
135.673	114.086
120.913	99.1012
111.749	94.9995
130.366	100.209
60.6074	147.77
138.295	119.616
106.214	81.2418
127.915	109.126
111.887	105.035
85.9766	90.8695
88.9055	64.4268
117.166	107.647
92.5826	139.54
89.5367	108.547
150.878	94.413
111.291	153.45
127.714	117.688
279.327	72.15
85.9578	135.486
132.415	118.555
86.3987	71.593
100.78	96.0972
99.6908	85.1673
98.4542	155.13
176.777	166.099
106.366	72.5585
72.0196	107.275
110.269	55.9818
115.411	113.27
109.08	109.752
138.863	75.1844
98.6451	103.344
143.416	156.861
76.8757	97.0194
125.598	108.8
129.522	129.271
78.7312	94.5437
101.702	93.8189
88.4977	148.876
53.4326	65.2297
122.048	157.548
77.684	97.8794
135.213	95.5513
88.6018	76.4464
103.121	125.568
128.599	109.908
103.279	97.9224
98.9878	98.7005
68.4657	96.4143
203.213	86.4241
109.355	139.801
75.503	95.6228
130.875	64.1279
116.771	107.151
91.4486	110.744
82.5845	154.637
130.268	100.495
102.462	112.713
222.664	155.65
104.717	93.581
92.5427	85.2856
81.1475	109.619
77.9727	179.914
110.403	125.708
78.2954	99.6537
87.126	110.875
98.8	97.4555
78.2298	75.8713
92.2391	98.5284
105.554	100.032
120.037	92.3562
99.0257	90.1056
69.2267	78.2243
114.926	144.277
143.389	84.0701
79.6507	116.867
100.136	165.638
130.477	76.3694
107.957	106.392
108.853	156.064
129.386	129.593
90.1812	161.997
99.0438	134.799
77.5915	89.8879
98.8803	98.4007
81.2872	114.738
124.088	85.6001
103.145	185.754
174.924	108.626
98.8325	132.641
100.568	131.979
137.593	130.608
100.35	87.5975
75.7079	88.2664
94.9974	112.176
121.491	107.566
91.8653	104.87
90.7289	184.004
88.4702	119.836
108.559	91.1179
65.6453	121.821
114.843	136.841
191.312	109.013
82.3747	86.6218
77.8638	152.137
94.4944	101.822
112.449	93.1058
74.898	124.288
88.3609	116.709
91.2525	153.058
123.58	57.2611
82.5267	135.47
95.0031	125.22
132.934	118.165
87.6117	125.405
67.4381	111.481
82.6387	114.523
104.772	83.4748
159.446	92.9728
114.406	112.564
87.2211	73.4294
94.8067	108.52
123.38	124.397
132.741	112.566
118.278	85.1728
113.646	125.686
149.214	97.8368
122.821	80.068
128.093	198.429
155.12	103.195
120.651	161.895
158.797	132.055
130.466	146.174
95.3136	121.03
153.069	81.4642
102.563	100.872
78.5536	80.333
83.2207	56.0114
162.402	129.304
72.5763	61.9656
70.0095	108.747
135.584	80.0839
136.901	105.242
101.979	124.519
70.6384	74.2949
140.293	114.03
229.006	139.884
146.553	103.718
108.395	118.363
136.636	62.4649
126.546	114.112
86.8141	88.6186
119.132	106.645
127.502	137.875
172.024	158.288
83.4902	84.5732
143.913	160.616
158.418	91.2206
116.353	110.596
85.8927	79.4824
139.152	120.8
123.261	125.105
137.887	139.608
108.938	85.7964
59.8634	107.705
111.853	125.765
100.642	78.5192
72.6347	128.934
102.464	99.5161
141.838	109.865
86.7786	112.117
114.487	122.216
95.4343	71.3845
85.3468	107.247
89.3886	53.9677
156.668	88.6034
128.018	106.152
139.908	153.573
100.147	207.566
147.934	132.332
108.064	126.991
82.0607	65.8716
178.998	94.6131
77.2073	123.87
119.415	87.1105
105.952	95.6001
132.75	70.3962
108.08	111.737
94.3991	133.583
92.8512	85.3095
75.6776	81.5197
83.928	149.033
132.918	128.353
88.5796	126.475
105.965	91.9352
106.776	111.484
96.7298	99.1595
96.7685	153.634
77.7181	83.0529
129.965	135.974
133.837	181.389
65.1014	200.041
87.5219	81.3192
87.9342	131.141
166.738	122.192
63.0623	128.697
101.019	88.9333
101.599	87.2173
114.658	90.0114
188.486	132.953
117.337	66.8348
93.6166	106.758
128.25	143.375
123.182	89.7409
117.838	209.037
102.669	59.222
138.04	78.8426
100.985	136.096
102.534	75.0495
107.187	93.6477
105.943	117.76
120.723	82.3953
88.3769	120.76
103.614	104.91
65.3727	143.574
106.931	74.9779
144.842	126.04
126.198	51.9603
149.883	111.597
129.314	79.5688
134.76	111.382
147.349	108.534
122.005	123.798
112.476	87.1894
112.436	149.287
83.2892	107.318
107.853	94.1195
104.933	99.2545
117.27	75.7322
118.332	85.7355
99.6798	108.222
111.419	138.448
103.652	86.8739
91.982	102.307
92.2416	150.872
82.7812	106.728
112.459	90.8047
111.609	91.2858
139.366	110.135
109.58	109.947
101.365	100.133
114.923	103.175
73.992	132.961
102.794	134.818
150.494	128.027
76.3596	75.7262
104.817	93.1759
76.4945	104.821
156.65	79.4099
65.7148	126.633
155.717	101.575
125.978	116.128
103.814	107.877
85.1445	100.995
104.453	125.859
83.1706	117.254
173.544	130.163
126.751	111.518
64.7136	113.143
108.489	125.768
91.4348	112.677
104.317	111.676
122.755	116.57
111.401	95.2602
122.832	90.2092
136.693	128.825
109.467	111.532
118.275	77.4449
94.5429	127.641
108.251	187.757
117.275	96.6856
69.4143	137.173
129.192	140.036
111.478	63.4061
82.305	153.578
110.261	73.0443
86.6165	122.675
128.708	81.3004
153.96	163.347
102.961	88.6048
131.445	143.136
138.561	81.3076
111.27	92.5974
106.686	96.3532
131.919	145.842
97.5952	113.637
126.716	150.177
103.441	145.658
67.5569	93.4495
114.742	130.353
108.646	99.3206
120.264	138.474
110.467	111.803
97.3075	147.345
101.266	154.756
111.124	109.261
93.7765	86.6085
115.376	135.815
105.767	81.3328
78.7844	109.417
188.38	100.374
156.088	104.747
113.425	106.798
169.353	112.742
114.084	111.093
162.958	99.3416
119.722	128.793
99.3326	106.675
93.5809	70.539
110.269	89.6197
72.0776	157.053
82.7219	148.088
102.488	111.631
125.766	109.414
70.2007	84.0345
159.293	115.808
78.1381	63.3701
118.635	71.8079
130.114	96.4935
98.5428	93.3759
81.1668	110.064
72.3337	106.167
137.394	110.555
105.286	175.367
106.95	92.9673
130.593	108.277
84.5412	104.565
133.757	79.6484
124.962	101.216
83.4423	129.969
97.6696	90.3887
134.975	97.4029
148.439	92.5798
145.778	120.477
146.147	123.215
107.661	121.539
81.3383	72.6032
88.8535	84.7571
102.012	80.607
111.622	145.716
79.2863	93.6331
107.96	117.411
128.922	116.921
112.626	91.7507
132.129	59.6003
86.4872	150.02
148.9	132.83
138.402	90.2496
135.062	116.697
89.5294	90.1026
68.3836	145.334
102.242	71.4905
117.611	88.7068
104.293	102.191
93.5622	115.71
129.077	135.924
141.522	106.928
103.719	151.011
54.6583	172.067
100.191	111.915
114.751	113.69
76.5436	138.307
77.1282	124.033
119.304	164.654
130.085	183.988
99.1143	119.776
75.5933	124.299
97.0024	112.228
103.787	120.82
116.109	67.5372
95.4397	112.444
115.141	108.772
68.1761	138.485
103.085	57.9037
122.434	93.1389
87.5085	145.303
107.955	125.236
128.426	103.517
109.301	111.156
105.682	102.808
105.575	92.8016
79.9296	71.1987
127.523	126.547
137.797	102.108
117.446	122.135
121.545	217.596
90.0916	120.486
81.8155	142.851
206.975	101.986
99.5555	138.965
76.7026	79.7736
139.628	105.661
109.58	121.062
138.683	94.6776
105.721	98.8123
90.7736	139.238
168.462	87.2736
89.4993	108.199
87.6223	107.654
84.0925	132.798
102.044	116.858
148.203	148.498
118.516	157.659
111.13	77.878
123.197	64.4927
86.0286	106.946
157.858	123.983
120.9	80.6376
102.832	89.7813
113.992	85.8054
143.73	131.869
92.4412	66.5238
160.865	115.565
114.45	119.147
115.027	97.9642
123.019	155.547
102.926	86.744
76.7951	134.596
114.795	70.5976
70.8756	161.264
132.488	67.2219
116.614	122.179
98.1394	212.891
90.9564	72.6594
130.14	120.009
144.2	107.881
93.6135	120.981
106.267	99.2034
128.097	119.694
102.694	115.767
176.365	137.729
159.641	164.995
137.057	111.164
121.511	104.663
111.496	115.191
142.515	115.275
102.749	75.577
92.1767	124.267
103.791	215.327
119.559	112.261
102.511	142.307
158.619	124.245
88.3027	89.3457
140.891	95.5522
114.813	118.101
98.268	96.4329
107.324	151.969
72.6193	109.413
163.268	129.328
72.9515	152.641
122.018	104.272
80.3418	90.9197
76.8089	79.6291
100.816	105.482
71.5925	128.562
114.772	101.899
105.166	119.508
128.147	82.3277
144.018	108.981
116.169	102.67
104.96	113.492
143.657	131.568
96.6171	117.99
74.7125	118.302
89.0123	71.9006
69.6395	104.249
144.096	99.8186
88.27	100.957
116.599	102.124
141.832	161.125
95.3069	101.823
72.9809	74.2639
178.538	89.1963
136.41	83.0593
66.2778	120.257
101.403	88.1295
93.2553	92.4097
201.412	90.1744
91.0693	88.1092
127.072	131.948
79.3008	92.2508
89.9398	151.212
105.943	128.744
105.009	77.6569
191.551	102.259
101.713	107.693
80.7627	92.8199
100.959	131.134
72.3835	98.0071
125.906	147.09
90.7455	127.135
120.778	112.311
127.443	85.8766
101.764	100.914
169.059	94.8485
86.9694	137.747
111.291	90.5503
136.863	100.667
115.962	117.791
94.5933	114.58
104.009	118.571
115.69	90.6904
74.7124	146.645
109.8	80.0931
81.858	102.284
139.773	86.0549
131.241	163.423
122.912	71.8414
53.0748	96.5034
119.959	102.055
114.519	94.0693
129.266	107.915
77.414	92.596
136.781	74.0211
124.077	89.6918
113.593	116.774
108.669	134.138
119.333	67.2904
105.607	105.202
134.746	104.126
116.562	129.492
121.325	111.831
98.1074	77.7078
109.041	144.814
93.0532	116.421
121.142	92.0443
70.6416	133.225
131.375	118.204
99.2058	121.765
123.161	115.114
85.2702	103.255
75.6886	119.865
127.083	103.63
140.859	111.678
86.9914	134.054
106.451	76.3856
105.631	128.122
154.02	81.1126
107.631	111.194
157.834	131.355
87.3531	75.8577
166.291	92.1354
115.895	68.4388
141.099	78.302
114.313	131.457
81.0794	115.701
92.5882	102.168
119.139	74.2628
120.045	179.358
101.04	145.99
126.758	80.9938
89.5284	71.1318
95.3227	106.927
110.523	89.7646
46.5297	104.344
111.039	66.5271
133.121	108.61
137.441	108.424
94.0218	222.331
153.904	123.663
74.3154	176.628
94.1693	106.706
74.6045	125.506
122.199	161.747
123.36	112.249
141.622	82.3555
146.698	160.443
89.1798	122.619
166.383	121.971
82.1998	99.3468
133.899	61.9937
88.3865	96.1695
122.051	127.642
74.2389	113.321
83.1428	79.9597
94.4496	111.485
137.032	91.7921
97.3989	100.446
133.689	142.332
126.622	81.9384
90.7426	74.8152
104.056	113.869
90.3451	79.4034
126.013	96.2958
115.754	99.6444
86.6116	135.208
130.915	120.847
143.388	105.364
127.971	113.106
137.472	115.926
106.369	107.335
110.455	96.3018
88.3155	141.325
109.116	101.287
72.5272	115.537
109.307	119.448
66.6853	96.0017
88.782	104.984
88.4625	142.727
95.6391	86.3126
137.15	160.63
116.167	125.73
104.92	58.6161
137.757	99.62
79.3774	87.0673
124.543	106.04
136.92	135.065
88.7809	79.9082
64.7818	120.721
87.4514	100.811
74.1763	136.309
125.111	89.3046
97.3872	152.647
103.255	104.276
125.745	81.8007
104.936	95.0706
78.28	83.7767
114.91	174.666
115.12	142.657
86.6343	84.5852
86.1841	85.4272
102.264	80.6418
88.6151	102.625
111.34	182.147
88.9495	83.5708
182.556	79.8372
99.6102	122.054
174.875	146.936
131.709	96.6462
123.786	112.394
79.8964	82.8462
88.0601	85.9244
138.396	71.4002
137.243	86.1136
117.338	79.9729
95.0095	115.057
100.485	92.7633
105.569	99.913
92.5998	114.932
70.9523	141.562
120.046	125.637
152.971	78.5301
117.308	115.801
166.052	70.2328
106.11	87.2075
124.845	69.099
104.199	170.657
93.3653	140.334
103.016	100.857
114.274	100.053
100.607	103.644
102.795	99.1714
82.1372	78.9628
93.6516	83.5856
111.171	75.7448
126.645	118.202
93.5567	101.32
118.817	115.517
133.367	121.06
53.2928	119.11
73.8875	122.947
133.803	85.7311
80.0475	120.009
107.508	118.497
128.143	70.9181
122.937	100.694
63.9802	97.7751
137.956	80.8603
100.377	84.4347
129.3	216.173
141.791	127.751
116.564	164.878
148.408	121.725
119.686	123.914
103.314	129.461
111.831	121.68
159.33	86.3499
98.408	86.6315
57.4735	76.4867
132.319	135.967
95.1607	78.8184
90.4168	121.534
90.3231	60.6081
177.682	156.457
97.1464	85.7724
147.956	100.255
101.895	143.029
91.6274	58.9446
87.5175	131.1
80.7428	88.0406
140.948	134.27
107.718	73.675
175.216	125.166
122.308	117.156
104.255	78.5107
117.603	139.922
147.317	89.7801
116.851	132.67
82.8736	121.693
105.152	117.063
79.1696	115.191
95.3137	108.187
81.2081	110.559
157.97	142.244
135.364	127.712
137.773	107.934
130.612	78.8176
88.4064	98.0758
112.791	102.95
115.971	146.956
107.487	83.2876
92.4612	94.3102
158.71	104.165
101.302	126.112
57.3556	91.1556
149.405	142.72
114.25	148.527
109.061	105.26
99.9248	75.704
103.733	117.873
165.169	99.2836
106.009	149.661
126.392	131.04
131.707	227.375
84.4909	161.641
97.1513	76.5458
69.0299	91.9568
124.387	123.337
86.6129	120.288
267.092	69.8137
144.235	78.8087
78.0324	58.8056
154.176	154.404
64.8878	131.222
64.2354	80.4822
66.6615	78.583
140.642	90.5928
78.5279	121.044
94.3289	123.08
67.2028	96.0813
89.5925	171.537
149.383	135.196
122.401	175.574
95.395	102.182
131.975	111.684
122.438	99.1144
65.9431	150.611
87.4671	158.168
96.3766	58.4778
151.056	168.572
113.203	85.5274
147.024	87.2912
135.263	203.655
113.648	68.4747
120.891	66.5842
125.514	110.881
94.2986	147.498
97.7932	111.06
103.61	94.4829
121.407	98.5114
96.3672	99.9253
113.987	124.536
154.757	111.021
155.516	115.35
109.249	125.687
98.1958	151.818
108.646	222.907
119.704	119.71
129.913	54.2463
110.731	133.182
100.81	113.667
138.2	96.9173
175.387	122.455
99.3437	77.9448
78.3125	100.692
130.146	130.979
54.6177	64.9761
82.7273	111.031
147.345	140.121
109.278	87.3269
99.3772	124.686
122.634	101.036
101.371	124.378
98.0917	120.993
130.47	80.7088
97.1097	145.502
87.8272	102.902
167.164	73.8691
122.57	133.094
74.0845	68.2763
156.508	113.032
119.841	124.044
94.8724	84.3641
89.4812	90.8569
93.0079	117.103
92.5002	94.7702
97.4151	80.4488
124.718	100.308
80.2293	131.455
103.555	103.206
86.6668	155.586
85.6282	106.073
102.958	68.7162
92.8608	134.662
73.4124	73.3588
94.6924	116.42
122.197	114.3
88.6035	108.175
131.465	102.187
128.829	68.8949
133.388	78.7141
92.4515	106.723
104.274	130.177
124.154	130.96
47.7605	184.175
103.018	107.772
100.956	75.9979
89.5866	124.972
177.863	77.7419
75.1403	113.561
95.1568	120.196
103.147	81.2084
114.962	87.4327
141.467	180.551
101.934	200.27
116.027	87.1702
85.0517	79.6247
120.773	130.146
85.9989	78.8024
95.6562	107.922
101.425	136.045
65.5387	96.9535
133.414	96.1475
100.217	118.561
89.7536	117.814
142.648	84.4699
191.218	119.826
108.706	98.5277
164.463	121.456
80.9266	65.9701
99.1393	151.544
113.547	120.419
105.816	78.3128
112.34	83.5279
160.454	88.3016
82.2405	112.021
157.989	141.689
95.0081	112.215
61.8437	95.5214
80.2164	148.509
75.6917	101.531
110.407	106.111
125.632	154.816
140.775	72.1035
82.2583	134.736
98.9042	96.4017
88.0475	80.6819
103.038	105.623
129.773	85.3907
113.267	92.7329
63.7483	100.754
141.934	125.532
100.951	103.84
109.631	91.8146
99.4638	96.6083
45.5998	120.56
72.2637	184.053
84.9928	91.1129
126.235	95.1029
96.85	128.895
126.272	130.065
106.561	142.316
149.37	80.2444
105.861	93.3037
137.203	147.88
89.5648	95.8249
89.1149	90.9974
113.86	117.117
94.4379	131.853
101.994	100.475
71.2436	141.28
131.561	113.668
90.0969	111.583
100.458	112.897
149.919	92.1003
134.636	77.9833
126.339	114.499
165.653	98.4251
107.893	56.3406
125.612	200.383
107.306	169.032
114.902	148.423
95.6642	87.84
99.1353	89.4811
106.145	78.1802
136.135	132.075
105.261	133.264
63.8596	74.2785
129.135	101.975
142.99	165.061
80.2982	124.156
101.781	68.7388
149.484	129.009
84.7412	139.012
130.105	106.225
132.455	117.833
155.903	97.1744
81.5644	112.047
118.773	71.0259
120.13	114.987
179.844	82.1553
110.577	113.85
89.3092	175.901
114.012	143.426
107.175	141.944
79.5214	177.355
74.3046	138.232
90.466	89.3675
100.996	85.9348
98.7081	103.655
120.395	105.364
121.712	94.0318
78.0927	72.3159
142.377	113.867
78.7496	140.513
92.9318	87.5099
86.9969	72.3335
96.4125	134.918
85.1666	154.198
97.5591	111.524
132.829	93.7352
111.783	121.312
104.617	120.888
115.997	98.9662
141.513	99.0798
123.413	118.387
85.0119	198.626
120.014	121.644
112.76	111.011
103.563	169.683
65.4786	115.224
151.252	153.67
85.9318	137.96
89.1307	134.281
140.604	78.9837
127.022	109.583
98.0926	103.621
91.126	99.4619
157.8	95.6833
117.811	148.238
84.5167	131.403
76.8574	79.6649
101.707	100.082
77.4645	106.132
72.4568	105.501
89.4212	111.89
120.52	94.3056
99.0626	120.803
146.266	139.674
126.044	85.3734
115.22	139.285
117.839	109.979
79.9633	81.0231
125.389	102.983
106.311	86.1634
112.873	105.438
73.249	140.068
131.355	121.101
158.402	103.332
76.8005	138.922
75.145	129.952
118.221	118.911
92.7549	76.6643
77.5704	177.68
115.436	168.921
81.1438	75.5472
92.5411	87.8355
143.728	59.1769
110.883	116.341
109.493	113.027
142.18	117.275
132.048	105.494
117.871	125.033
95.1601	85.0037
90.4075	95.7383
165.925	168.977
85.5319	83.701
83.3021	98.62
116.473	95.8112
87.2587	98.2461
106.221	123.964
90.8734	136.874
104.972	89.3063
78.8822	79.6634
116.713	111.238
91.3844	131.539
104.038	143.703
139.154	115.013
168.383	66.8314
135.794	130.059
103.228	107.446
105.646	122.148
102.2	122.562
108.408	94.8384
107.296	84.7942
87.8515	92.4672
104.048	140.598
126.555	100.355
162.986	90.1005
107.084	94.9802
79.7476	111.334
63.8751	93.9664
120.104	126.468
95.3656	91.6828
114.624	94.3727
133.686	112.369
82.397	99.3288
102.998	184.062
126.885	94.3306
165.432	94.5572
80.4316	117.154
80.1964	71.2108
133.971	71.8119
107.122	150.031
122.551	120.138
67.1818	92.7489
112.606	108.577
103.358	115.016
86.7395	138.324
76.8155	109.432
92.1557	77.1755
104.726	76.6628
90.9775	84.9943
125.706	91.6853
153.342	155.629
117.035	119.502
118.632	97.7237
115.669	156.51
118.223	122.196
122.354	118.593
107.08	133.263
63.5476	99.8071
180.921	106.873
143.069	129.384
117.158	91.0948
74.5631	93.18
160.191	92.6951
108.895	70.9226
97.9207	124.107
118.579	174.65
115.667	85.5255
55.4474	115.324
112.478	82.3384
102.566	154.115
145.101	141.595
99.2563	149.903
90.5549	93.7303
132.682	70.3833
108.331	142.522
112.789	134.396
142.232	115.329
90.4144	90.9664
121.067	105.35
119.242	115.705
125.128	90.78
134.839	143.924
97.6831	134.995
104.049	90.4397
117.95	108.92
93.4108	140.886
116.236	127.512
136.12	122.047
211.118	98.9423
101.471	72.593
65.3278	98.8821
110.649	103.549
100.286	124.796
127.46	81.8525
118.166	105.233
127.711	105.292
104.417	111.482
91.2865	137.685
75.4919	116.286
85.0273	90.0467
104.834	114.947
83.1905	67.575
161.015	159.65
89.2004	98.1304
103.952	107.658
204.075	96.7112
103.839	109.41
89.3183	104.529
93.5399	139.002
135.435	158.327
94.9727	85.4263
169.718	91.9785
150.53	90.8444
78.1711	121.472
127.39	75.9228
162.952	120.081
120.322	112.918
143.629	177.498
87.7833	78.4236
119.386	133.301
189.08	112.131
92.9245	99.6592
104.475	92.3663
76.8586	103.609
101.634	149.29
95.0493	119.991
93.8445	80.1163
140.029	130.164
86.2144	91.7249
124.067	124.036
82.2156	110.515
165.39	178.555
165.195	115.042
101.518	75.0343
106.67	126.195
139.385	118.684
97.1604	180.039
59.734	94.1689
78.9382	111.058
150.335	94.2403
98.1803	160.734
71.3959	73.557
125.249	110.248
103.372	135.421
104.395	58.1445
79.0726	102.389
107.285	117.435
181.885	96.3355
92.7042	149.115
166.252	97.3914
81.2938	114.039
148.12	122.345
100.697	212.343
127.532	100.557
87.8919	151.775
181.314	137.315
117.454	85.3121
107.918	69.3161
86.8832	68.2316
140.084	113.781
117.849	134.494
73.1504	184.731
96.6863	94.6796
90.7295	106.069
115.195	93.7414
120.06	113.596
84.2559	114.934
101.051	114.52
110.85	128.418
133.476	78.9881
139.198	143.968
102.756	91.3511
117.83	89.0106
87.5776	102.029
77.1308	130.517
110.015	128.438
112.971	115.73
99.3788	130.787
86.8725	121.275
107.655	114.841
130.829	101.289
99.1928	111.103
85.3597	168.153
92.8262	102.63
114.796	149.755
64.7329	120.186
111.909	132.477
102.941	115.511
132.011	83.5131
90.7154	82.4573
85.545	99.3162
103.16	68.2401
115.619	81.6031
118.055	181.648
109.131	115.913
130.779	125.571
109.504	98.4511
88.4646	163.443
143.577	125.553
181.201	133.73
72.0438	123.863
162.522	105.475
90.9249	82.9239
88.1708	105.719
111.432	95.5228
73.3358	97.9416
117.695	63.1768
147.67	109.251
84.7471	81.0743
130.426	126.33
100.375	128.157
132.343	120.096
110.398	112.921
100.866	107.728
114.665	84.8281
80.7923	109.588
97.9829	167.909
97.0933	117.067
135.117	82.9418
112.316	85.3048
108.968	120.151
118.253	90.2985
82.2987	107.763
91.7113	98.9444
142.574	72.6378
89.6082	126.409
122.512	128.122
82.8875	89.5426
70.9402	99.2563
61.3877	133.116
162.251	114.869
180.439	71.8131
114.264	153.305
109.53	107.506
107.972	92.9231
85.0942	82.7183
195.904	115.49
87.8181	105.095
138.591	99.4868
88.0621	135.832
59.9198	166.707
146.103	76.8513
122.855	129.184
109.416	140.354
149.37	101.283
71.2324	136.38
133.504	73.1804
106.388	81.4278
91.6274	79.4108
138.221	130.595
101.436	114.643
118.105	108.776
83.0177	99.9985
76.9825	95.1602
95.5632	144.023
124.549	162.54
120.615	83.9088
131.264	136.225
62.6216	152.526
125.554	85.3332
138.741	66.7296
66.6277	131.691
92.8845	90.2626
100.607	99.2046
161.884	137.794
114.756	77.9868
131.015	114.907
98.1643	104.54
124.656	75.5548
95.344	106.1
162.119	98.047
93.2879	114.838
122.087	95.9476
181.37	103.116
118.292	83.0627
105.066	71.8543
53.0635	82.7447
95.6255	75.9148
126.771	130.268
90.4337	99.4425
72.438	79.3171
112.23	100.367
89.0287	84.0942
153.351	163.002
94.7424	99.7788
187.788	112.869
200.583	73.1259
93.8737	65.9591
89.0277	112.205
117.425	112.986
131.979	120.248
80.2045	97.5996
69.3805	101.145
151.92	85.7065
120.994	111.056
95.9964	85.5223
86.8433	99.4084
206.79	143.907
126.413	87.0482
181.821	88.4128
145.574	99.1607
96.1136	159.118
88.7608	128.071
75.8189	88.0426
101.493	110.494
89.5997	114.511
136.716	94.7205
121.501	142.092
81.1332	124.252
76.6657	99.1676
97.7313	107.596
129.164	85.8466
85.8896	115.43
113.119	147.057
76.9077	86.872
143.452	114.878
117.55	96.2058
143.947	98.8798
85.6769	75.3775
155.846	117.845
106.344	115.698
98.2645	90.4145
111.883	71.6755
90.6195	117.136
115.14	125.796
152.9	138.111
124.92	141.003
125.05	141.92
96.2285	122.292
102.813	74.6829
140.28	73.5071
138.898	87.5009
73.8683	76.0332
77.7598	103.399
140.381	96.5193
76.275	144.284
121.369	90.2673
90.2707	95.5357
154.426	102.087
128.537	155.114
106.445	124.896
82.8643	83.5811
76.5129	142.342
124.697	140.055
99.2815	115.537
