St_Direct	St_Discret
113.094	65.6799
118.117	92.8435
115.948	113.952
106.891	91.2908
94.9425	146.138
121.285	114.702
89.5178	103.35
137.97	104.835
82.235	97.7321
81.6747	173.256
117.379	103.045
101.959	154.956
95.6244	118.884
130.201	79.496
100.743	106.385
115.158	83.6092
162.547	127.303
118.091	150.529
128.151	73.9873
148.484	102.918
98.9322	121.956
70.721	90.1732
93.5123	97.8167
116.958	68.0355
71.3107	102.732
86.8307	126.38
118.027	61.8132
104.743	90.0194
77.8379	91.6474
109.877	95.499
92.0727	164.235
92.0764	83.5747
62.3468	77.985
172.311	89.6652
80.3739	120.303
78.3128	166.704
116.31	153.7
76.4792	58.5828
155.462	114.873
163.306	155.809
95.2972	98.4395
87.33	158.504
95.4215	103.571
79.33	93.8162
160.799	79.708
62.2596	110.9
117.529	120.276
140.642	110.194
99.6612	87.3628
84.583	102.411
82.2939	140.179
154.988	108.128
100.044	120.92
100.366	134.737
157.045	213.252
130.754	100.349
58.7098	102.185
159.533	106.284
103.794	115.543
164.335	90.2464
110.098	69.9681
85.5724	96.9946
90.1422	56.5073
108.688	76.9505
138.322	124.68
69.6409	117.049
72.4293	152.531
75.8359	127.467
154.731	105.454
93.2913	66.0154
121.829	112.775
62.8539	88.3388
75.0278	120.69
100.81	77.7407
100.174	82.4802
150.903	101.238
76.9285	124.284
147.978	115.325
104.461	91.7733
88.0174	144.968
100.701	106.845
119.586	104.807
129.85	162.049
112.67	80.3998
148.575	68.7714
107.2	112.203
173.086	144.833
72.9927	132.566
91.1585	105.43
104.339	114.11
146.918	83.2002
98.279	88.7454
179.777	78.8601
125.702	123.596
79.0394	89.178
84.5157	120.843
108.691	188.172
73.9723	118.146
148.917	116.031
136.961	104.106
83.2239	114.533
165.527	133.044
100.109	97.8751
108.53	146.178
95.6433	94.0552
102.915	180.176
75.2745	92.3533
67.358	159.15
88.5396	100.425
71.7566	100.849
159.091	110.5
90.8564	123.527
97.6726	110.834
113.844	163.806
101.625	130.234
126.741	138.938
120.001	83.3148
194.535	79.1233
103.195	194.713
94.9269	118.112
125.517	81.9813
102.878	99.1471
141.853	58.2508
117.973	87.7045
94.1614	88.8085
83.128	193.549
69.4218	99.5381
80.2828	96.8559
104.869	122.815
130.677	105.594
185.881	113.165
133.115	178.073
109.522	110.01
71.5486	137.099
139.035	110.003
111.508	149.663
88.0188	112.284
132.412	85.0926
102.182	65.2066
96.9956	127.401
86.0148	75.0306
74.3282	110.224
130.558	151.847
117.229	92.7807
108.573	106.037
84.7684	62.8877
77.3608	96.5177
150.766	133.682
94.8759	128.235
92.6262	116.404
184.888	94.3942
91.7825	69.7455
131.471	132.274
116.027	146.286
96.8103	127.85
113.758	111.735
72.7654	127.514
144.252	92.8189
103.041	134.232
111.691	121.803
87.2825	130.747
153.017	129.422
83.6371	116.436
143.87	82.7188
93.778	86.2836
96.6062	116.124
102.992	101.037
128.439	69.703
95.823	133.557
72.2523	105.303
87.9471	118.742
136.752	180.53
108.042	97.4991
103.51	126.339
82.7497	225.581
126.327	57.4888
69.8845	128.991
120.44	100.881
102.87	78.0062
111.691	126.024
114.751	180.957
103.595	145.067
105.15	115.04
125.589	129.682
110.24	119.467
72.7887	107.83
165.263	109.005
130.412	142.854
77.8308	116.337
146.479	103.595
88.2245	101.885
78.7574	137.268
100.97	128.927
93.5765	170.883
162.745	91.8623
95.4368	114.447
113.349	175.667
110.077	102.725
77.3372	77.9232
106.891	126.085
127.947	91.2491
82.9808	116.843
114.618	84.9219
114.814	132.974
87.4041	105.127
107.451	126.585
84.5979	125.936
137.657	116.517
163.303	113.028
65.3378	122.957
86.6568	120.864
113.997	98.4634
129.064	93.4369
160.264	105.266
98.94	160.39
97.8165	79.0826
102.586	146.68
133.264	76.1503
87.6017	144.331
101.159	110.175
92.5124	120.05
89.4364	87.5493
66.8303	132.033
153.515	146.002
98.6326	83.1184
111.168	164.267
87.9755	111.952
168.199	112.281
120.106	101.514
112.699	72.5677
120.374	107.565
79.1435	185.536
88.7289	121.908
119.594	69.115
122.07	113.803
179.78	111.148
83.0947	146.945
108.795	90.7451
166.606	93.2678
126.506	114.226
135.797	212.165
78.7815	128.011
115.085	111.709
76.2555	95.8962
113.538	126.993
114.013	98.1505
159.227	173.44
235.662	81.9143
157.172	105.338
53.6019	123.054
123.325	72.2651
104.49	105.531
86.8845	147.5
106.329	121.251
116.531	101.337
160.195	106.551
78.0155	109.868
100.508	98.4887
77.1381	80.1591
92.6927	151.099
172.124	107.93
106.296	108.424
119.592	104.716
144.487	60.0855
123.981	87.7167
64.8401	76.6083
95.827	129.79
102.76	111.642
152.314	168.166
116.59	122.728
88.8688	124.826
121.169	108.803
79.3692	144.295
134.302	72.9924
75.1922	106.979
101.719	119.821
91.6103	61.3264
109.21	133.015
165.013	107.11
148.355	71.2952
205.136	121.098
100.765	131.104
91.309	133.949
103.859	135.195
122.619	99.2013
128.058	90.1818
76.9813	75.8804
103.211	79.4188
73.15	86.9222
152.043	90.9186
79.4179	97.9764
97.7095	108.908
81.4822	136.198
83.7484	78.5177
71.2304	108.914
105.003	98.6195
115.551	112.79
104.383	99.8423
131.334	145.632
130.187	96.4047
107.214	104.316
69.6848	74.1393
98.4651	123.184
174.858	99.3848
61.9334	141.504
109.879	136.237
114.672	85.2604
126.613	90.1023
136.242	74.6375
136.309	100.981
98.6552	105.396
71.6087	92.8914
129.848	88.7082
77.1201	121.044
90.72	86.936
80.944	107.179
147.632	121.686
114.135	91.8716
118.367	95.0459
62.1028	116.163
89.5542	108.333
143.567	77.6151
105.143	102.116
104.766	113.257
98.0674	130.749
123.361	118.306
129.667	85.8541
92.8264	116.947
110.241	81.0051
109.078	106.253
93.5058	107.854
99.5396	119.87
108.811	84.028
88.4831	84.6897
89.4805	129.581
121.941	79.9587
97.3499	65.0105
62.4639	112.362
85.8737	98.8193
86.447	105.754
83.8385	146.213
95.604	146.536
145.069	119.838
121.604	102.944
129.989	89.8489
80.7483	117.542
167.442	104.156
86.9454	108.68
173.062	99.5249
140.506	76.2367
135.894	129.947
105.316	125.48
60.695	96.3806
109.071	71.6915
115.319	160.017
158.441	128.829
87.1893	109.994
108.252	167.796
96.5832	70.1695
136.057	118.926
80.881	92.7262
110.092	118.204
102.806	76.0373
82.0223	129.776
103.269	103.576
122.158	89.4225
117.035	113.85
109.065	81.5749
101.178	132.162
69.537	96.1549
91.3179	89.1462
98.3728	159.423
121.789	91.5012
91.5582	75.5879
164.857	105.392
114.331	67.5574
116.405	90.1675
135.65	105.006
106.807	88.9241
100.951	132.105
107.471	82.0358
59.6938	135.369
75.6351	95.8864
114.863	106.691
114.627	113.405
119.129	106.244
109.296	96.4056
100.757	76.3236
80.9651	120.919
137.079	121.371
103.448	134.445
128.638	114.531
127.148	71.687
131.32	172.666
93.1723	87.216
111.137	119.016
164.603	88.2542
80.3603	157.518
114.163	64.0839
103.309	73.3728
131.323	132.484
149.647	155.225
135.246	72.1897
109.195	115.16
97.9174	167.279
132.033	109.84
49.1552	98.6051
64.6952	122.871
79.2911	98.4276
85.7391	88.4153
88.6648	124.02
120.915	106.233
129.069	143.348
91.9026	168.028
87.6107	98.9556
95.9495	98.3149
82.8093	151.975
122.576	136.511
81.9072	120.098
114.081	125.877
108.571	132.306
112.506	83.2233
157.161	109.374
122.537	135.401
261.334	85.9886
116.307	152.593
96.0627	141.507
136.969	109.864
109.215	116.02
93.8839	148.29
151.087	65.4365
75.8881	111.406
82.6951	166.844
103.103	172.459
106.363	126.623
137.592	101.331
107.618	105.589
89.377	106.047
92.6727	145.69
110.328	138.082
114.144	108.478
89.6446	98.4906
118.64	140.262
81.8394	83.9316
48.3488	86.3675
113.212	83.9476
139.457	104.104
91.8446	155.453
100.827	106.28
82.6002	110.068
86.8425	96.4525
134.925	112.861
176.189	103.832
102.219	143.307
180.036	106.679
69.808	102.621
130.465	92.5546
66.4818	91.7128
133.243	82.0684
151.899	98.0877
152.356	66.1672
99.2757	112.375
74.7258	122.841
97.2805	109.532
118.559	58.7918
82.0662	52.6956
166.592	130.28
171.43	169.952
112.589	50.6528
116.362	95.0842
137.896	97.6309
88.3129	106.686
83.8043	71.2061
82.5849	163.455
88.625	75.9521
124.9	130.877
104.754	152.213
118.407	110.41
129.788	100.408
78.0176	172.027
89.3082	117.577
92.012	75.6776
89.2897	117.455
150.691	78.901
87.0802	104.576
111.244	97.6379
120.505	161.838
107.58	106.869
122.089	130.886
140.365	81.7227
153.711	125.688
65.432	73.6801
108.203	81.9642
121.533	224.326
87.3914	108.045
93.5365	134.478
132.314	100.26
123.983	106.213
136.692	123.32
106.942	110.87
156.785	80.9352
151.074	125.734
116.638	121.624
98.3565	102.934
111.153	143.876
112.808	113.011
122.254	99.0925
77.9283	102.521
137.939	128.124
93.4073	72.8634
113.804	119.948
119.389	134.944
90.9525	104.625
123.881	100.649
100.966	142.348
106.369	177.635
77.254	112.504
117.949	163.232
170.293	92.1502
73.1549	105.172
138.811	190.749
99.424	128.352
110.209	79.8941
95.3759	76.6969
86.7962	84.1025
108.297	235.198
138.119	122.3
81.3588	139.886
114.552	89.2993
80.5749	75.1236
70.5509	93.6436
98.3085	121.094
102.775	101.502
74.5534	82.6537
98.0594	104.591
113.882	97.3552
64.893	80.4019
180.125	69.2545
114.509	64.6752
110.254	97.0636
127.249	101.461
129.369	87.7789
134.03	116.126
100.653	78.7678
85.8819	82.7263
109.852	116.454
133.23	86.007
94.6931	91.554
145.924	100.528
118.738	87.9126
93.522	178.427
78.258	93.0838
164.318	119.376
115.12	99.6614
86.4626	137.526
100.654	104.06
101.731	180.273
76.5565	153.468
147.1	91.6565
89.1713	131.033
114.009	115.194
98.7039	101.289
141.683	131.71
137.693	171.606
100.855	135.659
135.461	95.0789
61.6666	139.471
147.175	91.5827
79.4589	100.814
117.853	142.772
110.283	111.867
95.0686	120.222
72.9267	88.8581
133.357	108.97
96.6719	111.681
104.939	97.1948
91.5069	149.973
145.034	94.9221
96.7246	99.3829
91.3043	84.8314
88.7862	184.698
135.362	82.7491
87.9636	66.6844
162.659	177.681
51.1871	94.585
61.7597	101.913
197.368	146.062
88.0967	91.5909
102.212	104.44
106.771	134.732
106.039	117.959
66.6396	116.806
135.753	116.086
148.142	93.0578
101.85	75.7051
94.2773	89.6956
72.7699	116.727
112.35	128.072
76.648	96.281
126.326	144.853
97.9746	137.207
115.391	122.909
142.139	116.457
119.873	88.7995
92.5999	206.912
124.575	111.507
82.9494	122.112
73.583	176.05
107.39	82.3227
100.531	113.027
124.078	92.3214
88.4056	77.1527
113.024	74.4315
75.8091	104.483
112.564	94.1619
77.349	115.376
146.681	102.541
108.259	79.24
73.0334	180.682
82.1879	89.1826
143.049	138.274
81.5553	57.4952
124.42	108.395
108.724	129.018
144.255	137.691
106.072	66.0063
105.052	121.444
88.8058	201.637
86.3362	164.487
118.644	100.269
69.6575	163.875
87.3066	79.3729
96.7947	111.794
131.914	100.097
115.275	81.8079
125.69	75.9415
82.9391	94.7203
105.479	128.569
94.7999	123.186
130.43	124.229
117.172	115.643
106.339	95.7608
85.6577	151.631
106.679	84.9436
147.403	75.9038
104.807	126.173
126.897	98.5148
135.283	135.864
102.42	111.846
101.001	91.3249
77.0577	123.762
112.705	107.303
79.2438	143.794
78.5515	86.9155
92.6773	122.112
104.231	94.9823
79.7355	110.862
84.7042	62.6684
59.4305	90.38
77.4288	128.655
119.302	102.516
62.5086	138.361
78.6671	83.7086
153.048	85.9704
121.085	147.58
87.9507	78.3703
185.009	162.39
103.264	98.957
81.3499	84.5758
114.774	76.2924
93.7149	156.05
118.674	98.3075
183.126	116.13
157.853	98.6298
80.1856	143.489
95.9302	124.239
91.1078	90.4792
89.4152	85.3097
121.892	134.389
84.3223	65.1947
100.808	87.0912
127.311	86.806
80.4059	73.3898
93.8382	176.524
83.5769	90.6891
132.677	96.3631
132.371	105.61
98.0633	102.964
129.087	142.008
140.054	89.884
113.064	127.271
142.84	95.541
139.014	97.926
131.09	128.164
116.844	125.966
89.3722	167.804
104.009	128.649
190.794	176.781
99.7822	97.6405
121.944	142.335
162.183	136.42
77.7053	105.903
102.35	63.2793
164.535	75.0115
84.175	165.904
109.762	133.868
141.784	100.822
84.3642	132.919
89.95	153.486
93.8807	110.415
56.1861	139.897
86.3011	77.701
150.202	104.396
94.998	78.6711
152.373	134.324
100.139	70.2915
128.085	129.906
88.82	106.876
161.984	100.849
148.639	112.445
106.985	66.957
95.2303	71.256
73.8361	73.9559
88.7871	89.8328
91.3811	99.7055
119.507	99.6715
154.951	121.759
77.4933	116.445
103.265	152.851
93.5623	119.787
100.339	80.5607
124.273	158.445
145.033	127.974
94.6583	48.2741
112.26	104.688
90.4767	74.7645
140.328	130.595
107.977	100.857
121.967	139.878
78.7061	96.4481
93.9553	84.9305
124.849	101.647
106.207	108.711
113.393	143.137
87.9673	91.1203
127.48	164.914
184.586	94.0954
166.802	92.7758
78.1548	102.27
114.539	105.809
94.0447	131.231
86.3187	97.689
140.801	77.7793
96.0541	94.7249
71.8404	62.0779
109.888	86.1218
101.962	99.967
76.4663	130.099
103.502	107.149
59.7669	90.5342
95.3124	180.226
153.509	96.3946
96.3581	177.915
103.371	85.7149
117.571	127.664
123.125	165.639
77.5855	121.127
123.911	89.1172
145.991	87.7678
117.367	92.6152
126.928	110.955
98.5588	86.0582
112.747	127.664
119.477	76.5761
109.751	102.084
141.904	75.5902
123.733	99.7315
87.1366	119.7
129.106	143.573
166.006	143.031
120.544	134.41
74.6248	165.961
153.062	128.893
106.857	147.194
74.0296	62.7169
122.359	115.028
100.942	91.7126
104.34	118.601
146.472	117.866
189.327	174.27
72.1036	101.424
149.18	96.429
77.3641	69.219
88.2299	63.0159
105.247	139.317
108.118	97.068
98.2091	109.976
95.6918	113.386
104.483	143.934
123.349	149.999
72.6209	127.224
144.351	106.062
61.8161	116.771
114.327	96.6799
136.882	117.738
69.213	81.5243
98.2298	165.009
165.955	64.972
83.8067	117.982
96.9034	70.6043
57.9454	128.971
104.614	126.531
115.865	106.014
99.4504	115.358
101.001	109.228
142.588	103.532
122.11	128.265
171.219	71.2431
111.903	119.702
79.0797	95.9413
80.4066	95.6807
141.35	64.7764
196.814	184.798
75.0509	91.71
87.3017	114.328
75.0665	157.083
86.173	89.3589
92.0817	127.31
116.673	109.93
98.5276	128.86
121.788	101.072
111.696	124.73
125.263	114.874
96.2728	97.6468
64.3303	216.266
135.273	101.42
76.9715	189.966
89.8949	77.2431
159.516	115.067
135.934	75.8574
83.7517	85.5042
108.091	140.68
115.506	137.869
130.034	77.9228
125.394	155.224
94.5084	160.156
101.901	156.895
104.995	101.55
128.247	112.075
101.951	110.008
147.468	101.477
129.46	136.629
72.4415	117.631
112.361	104.198
114.32	83.2603
78.6049	113.507
156.137	141.546
126.695	107.108
77.3126	172.557
130.008	123.057
102.77	89.197
101.828	99.5885
77.8188	62.605
88.9929	130.182
116.053	105.93
114.197	88.1015
104.188	75.1944
82.2195	130.064
129.8	111.12
147.211	117.121
71.9918	81.1243
78.7479	101.914
101.712	96.8578
154.824	127.234
109.018	82.7391
103.097	123.211
159.269	123.136
142.147	104.566
105.983	90.8807
88.0216	133.072
112.126	124.765
136.894	71.1348
98.2753	109.835
179.448	188.119
130.985	104.708
162.722	113.645
97.4047	80.3762
76.5493	97.3069
115.875	152.325
122.677	100.394
162.478	142.688
86.6505	116.36
124.574	90.5246
73.2437	138.12
111.225	152.54
89.7849	119.437
96.3168	99.8796
90.6723	76.7749
137.276	104.409
95.1835	117.506
75.4813	91.2797
110.828	100.359
110.782	72.0495
92.2448	160.021
120.047	143.825
77.6192	147.083
155.069	118.787
138.234	150.093
68.8556	145.736
84.2025	106.574
75.1271	135.111
82.0949	96.582
99.9149	118.368
95.1123	127.48
79.0787	107.786
103.367	107.964
99.6126	139.628
123.058	189.946
80.1057	111.074
126.383	134.811
108.603	120.399
119.741	99.4797
135.161	122.454
92.7965	131.049
123.472	97.7129
105.414	170.64
106.015	95.0863
112.775	96.6261
108.679	102.704
106.51	128.382
137.924	116.737
102.793	108.138
156.149	164.976
70.5811	96.6084
89.7482	92.3668
134.253	138.572
128.161	111.33
65.153	123.533
108.987	87.3387
98.0857	145.125
95.2248	112.953
94.2555	209.932
113.287	119.133
124.457	119.453
123.914	121.204
91.1175	139.272
118.414	68.6238
154.818	106.456
81.6801	124.765
142.325	155.684
76.8727	111.841
105.932	105.993
144.774	61.3445
87.4424	124.285
83.2954	133.484
136.206	97.3658
126.899	127.641
90.2391	87.4552
79.4574	89.9048
77.215	78.0662
125.694	90.9782
192.731	112.184
57.8618	108.87
130.235	195.126
84.792	153.637
102.08	140.318
163.478	104.7
170.1	109.128
102.523	106.302
158.795	132.38
70.9228	82.7955
101.233	152.557
121.598	105.928
146.001	117.734
132.361	143.737
113.749	105.283
121.902	91.794
129.905	52.088
129.094	116.214
67.9078	84.8559
104.663	82.4118
129.689	134.526
106.864	98.7783
129.586	77.6859
164.581	102.767
94.7911	108.856
89.187	87.6426
139.877	99.5254
125.49	74.0759
112.179	103.985
109.961	93.3468
80.9808	123.327
97.4265	132.951
117.553	64.3687
98.9201	145.956
91.929	93.1469
114.152	78.541
115.884	120.451
148.546	86.8845
115.789	127.658
80.8299	94.9166
72.3826	147.088
135.027	123.024
137.644	96.935
131.858	92.0569
101.719	129.047
94.1395	66.1531
124.383	95.1291
141.438	95.2809
115.626	92.895
136.288	124.8
125.216	83.276
84.1354	112.648
138.679	149.782
91.9097	143.376
110.782	95.4082
123.749	73.312
117.623	75.1865
146.207	159.333
66.4079	101.19
128.903	81.3817
80.02	111.622
97.6053	93.8225
152.786	89.4971
81.0644	99.5348
118.788	82.9204
97.858	103.703
124.059	105.198
107.62	92.3095
76.9078	99.7603
87.2998	119.778
123.065	84.7834
72.2943	152.927
94.6227	181.896
100.141	92.1202
133.57	102.389
125.263	62.431
92.3865	89.3136
106.348	130.254
63.2475	70.8647
54.9536	88.6324
110.049	91.7048
156.081	89.7956
149.103	126.689
111.084	152.144
111.751	107.808
81.2782	109.194
151.713	103.235
107.812	97.3727
145.973	135.146
152.09	123.512
124.231	115.579
168.541	164.997
86.7237	168.112
106.438	93.5659
141.481	143.476
81.1685	108.998
80.4647	104.08
117.77	72.8703
163.687	130.715
96.4261	138.068
153.612	89.3501
122.992	95.7592
84.5549	147.094
144.085	83.2964
110.599	78.5048
77.7225	96.4582
171.667	91.9909
106.212	90.7255
97.0329	63.1893
87.5425	152.145
99.3452	68.1828
102.509	76.8703
92.619	93.6183
99.293	73.7367
111.383	91.3199
