           1    -5.46329    -5.46329           0
           2    -5.46314    -5.46322 5.21875e-05
           3    -5.46259    -5.46301 0.000172674
           4    -5.46349    -5.46313 0.000166477
           5    -5.46332    -5.46317 0.000137392
           6    -5.46274     -5.4631 0.000131966
           7    -5.46336    -5.46313 0.000118447
           8    -5.46363     -5.4632 0.000118874
           9    -5.46311    -5.46319 0.000106084
          10     -5.4629    -5.46316 9.91592e-05
          11    -5.46252     -5.4631 0.000105556
          12    -5.46336    -5.46312  9.8963e-05
          13    -5.46232    -5.46306 0.000108846
          14     -5.4628    -5.46304 0.000102647
          15    -5.46267    -5.46302 9.88021e-05
          16    -5.46255    -5.46299 9.67721e-05
          17    -5.46279    -5.46298 9.17554e-05
          18    -5.46329    -5.46299 8.82849e-05
          19    -5.46231    -5.46296 9.06032e-05
          20    -5.46254    -5.46294 8.83969e-05
          21    -5.46287    -5.46293 8.42481e-05
          22    -5.46302    -5.46294  8.0516e-05
          23     -5.4622    -5.46291 8.32109e-05
          24    -5.46298    -5.46291 7.97948e-05
          25    -5.46345    -5.46293 7.95374e-05
          26    -5.46216     -5.4629 8.17746e-05
          27    -5.46269    -5.46289 7.91038e-05
          28    -5.46315     -5.4629 7.68262e-05
          29    -5.46293     -5.4629 7.41818e-05
          30    -5.46339    -5.46292 7.34949e-05
          31    -5.46339    -5.46293 7.27053e-05
          32    -5.46309    -5.46294 7.05858e-05
          33     -5.4623    -5.46292 7.10256e-05
          34    -5.46409    -5.46295  7.6859e-05
          35    -5.46349    -5.46297 7.61484e-05
          36    -5.46308    -5.46297 7.40917e-05
          37    -5.46248    -5.46296 7.32902e-05
          38    -5.46283    -5.46296 7.14445e-05
          39    -5.46241    -5.46294  7.0947e-05
          40     -5.4637    -5.46296 7.16653e-05
          41     -5.4633    -5.46297  7.0401e-05
          42    -5.46278    -5.46296 6.88725e-05
          43    -5.46338    -5.46297 6.79382e-05
          44    -5.46293    -5.46297 6.64031e-05
          45    -5.46282    -5.46297 6.50158e-05
          46    -5.46374    -5.46299 6.57062e-05
          47    -5.46344      -5.463 6.50198e-05
          48    -5.46257    -5.46299 6.42813e-05
          49     -5.4615    -5.46296 6.97403e-05
          50    -5.46306    -5.46296 6.83765e-05
          51    -5.46232    -5.46295 6.81656e-05
          52    -5.46347    -5.46296 6.75933e-05
          53    -5.46271    -5.46295 6.64791e-05
          54    -5.46354    -5.46296 6.61458e-05
          55    -5.46286    -5.46296 6.49694e-05
          56    -5.46271    -5.46296 6.39691e-05
          57    -5.46246    -5.46295 6.34295e-05
          58    -5.46281    -5.46295 6.23795e-05
          59    -5.46303    -5.46295 6.13387e-05
          60     -5.4631    -5.46295 6.03728e-05
          61    -5.46245    -5.46294 5.99286e-05
          62    -5.46261    -5.46294 5.92059e-05
          63    -5.46338    -5.46294 5.86772e-05
          64    -5.46361    -5.46295 5.86791e-05
          65    -5.46334    -5.46296 5.80721e-05
          66    -5.46251    -5.46295 5.75924e-05
          67    -5.46308    -5.46295 5.67651e-05
          68    -5.46366    -5.46296 5.68594e-05
          69    -5.46297    -5.46296 5.60354e-05
          70    -5.46316    -5.46297 5.53074e-05
          71    -5.46433    -5.46299 5.77768e-05
          72    -5.46235    -5.46298 5.76379e-05
          73    -5.46275    -5.46298 5.69334e-05
          74    -5.46335    -5.46298 5.63928e-05
          75    -5.46361    -5.46299 5.62641e-05
          76    -5.46313    -5.46299 5.55542e-05
          77    -5.46233    -5.46298 5.54996e-05
          78    -5.46328    -5.46299 5.49187e-05
          79    -5.46209    -5.46297 5.53811e-05
          80    -5.46287    -5.46297 5.47049e-05
          81    -5.46358    -5.46298 5.45466e-05
          82    -5.46187    -5.46297 5.55325e-05
          83    -5.46329    -5.46297 5.49999e-05
          84    -5.46425    -5.46299 5.64182e-05
          85    -5.46294    -5.46299 5.57572e-05
          86    -5.46293    -5.46298 5.51122e-05
          87    -5.46266    -5.46298 5.46072e-05
          88    -5.46192    -5.46297 5.53091e-05
          89    -5.46248    -5.46296 5.49631e-05
          90    -5.46354    -5.46297  5.4722e-05
          91    -5.46382    -5.46298 5.49136e-05
          92    -5.46338    -5.46298 5.44875e-05
          93    -5.46299    -5.46298 5.39017e-05
          94    -5.46344    -5.46299 5.35439e-05
          95    -5.46311    -5.46299 5.29968e-05
          96    -5.46256    -5.46299 5.26361e-05
          97    -5.46363    -5.46299 5.25141e-05
          98    -5.46346      -5.463 5.21964e-05
          99    -5.46307      -5.463  5.1674e-05
         100    -5.46322      -5.463 5.12054e-05
