           1     1.75908     1.75908           0
           2     1.80388     1.78148   0.0158403
           3      1.8016     1.78819   0.0118953
           4     1.79665      1.7903  0.00910788
           5     1.76005     1.78425  0.00907566
           6     1.74666     1.77799  0.00948212
           7     1.81692     1.78355  0.00962126
           8     1.81194      1.7871  0.00904948
           9     1.81706     1.79043  0.00863472
          10     1.80827     1.79221  0.00795341
          11     1.80555     1.79342   0.0073223
          12     1.74735     1.78958  0.00765291
          13     1.78515     1.78924  0.00707182
          14     1.78037     1.78861  0.00659502
          15       1.762     1.78684  0.00638947
          16     1.81027      1.7883  0.00615575
          17      1.7933     1.78859  0.00580067
          18      1.7678     1.78744  0.00559226
          19      1.8146     1.78887  0.00547761
          20     1.84495     1.79167  0.00587769
          21     1.82531     1.79327  0.00581199
          22     1.80369     1.79375  0.00556707
          23      1.8192     1.79485  0.00543389
          24     1.77937     1.79421  0.00524565
          25     1.76796     1.79316  0.00513982
          26     1.78453     1.79283  0.00495282
          27     1.76342     1.79174  0.00488766
          28     1.74782     1.79017  0.00495844
          29      1.7774     1.78973  0.00480698
          30     1.82164     1.79079    0.004763
          31     1.81282      1.7915  0.00466206
          32      1.8094     1.79206  0.00454979
          33     1.79454     1.79214  0.00441254
          34     1.79271     1.79216  0.00428279
          35     1.81896     1.79292  0.00422832
          36     1.79727     1.79304  0.00411259
          37     1.77541     1.79257  0.00402896
          38     1.77565     1.79212  0.00394745
          39     1.77408     1.79166  0.00387324
          40     1.76842     1.79108  0.00381972
          41     1.74195     1.78988  0.00390997
          42     1.73428     1.78855  0.00403474
          43     1.76053      1.7879  0.00399321
          44     1.78701     1.78788  0.00390251
          45     1.75291     1.78711  0.00389242
          46     1.73955     1.78607  0.00394267
          47     1.73044     1.78489  0.00403252
          48     1.77927     1.78477  0.00395021
          49     1.74221      1.7839  0.00396395
          50     1.74665     1.78316  0.00395405
          51     1.77507       1.783   0.0038797
          52     1.79705     1.78327  0.00381449
          53     1.79128     1.78342  0.00374551
          54     1.78255      1.7834  0.00367618
          55     1.74577     1.78272  0.00367247
          56     1.79015     1.78285  0.00360929
          57     1.84041     1.78386  0.00368454
          58     1.85094     1.78502   0.0037982
          59     1.80315     1.78533  0.00374624
          60     1.83636     1.78618  0.00377911
          61     1.77778     1.78604  0.00371967
          62     1.73828     1.78527  0.00373857
          63     1.79771     1.78547  0.00368444
          64     1.75673     1.78502  0.00365412
          65     1.76348     1.78469  0.00361289
          66     1.79152     1.78479  0.00355963
          67     1.74208     1.78415  0.00356311
          68     1.77436     1.78401  0.00351362
          69     1.84985     1.78496  0.00358993
          70     1.81861     1.78544  0.00357068
          71     1.83155     1.78609  0.00357895
          72     1.89218     1.78757  0.00382051
          73     1.80953     1.78787  0.00378001
          74     1.79681     1.78799  0.00373086
          75     1.77178     1.78777  0.00368737
          76     1.73498     1.78708  0.00370371
          77     1.82482     1.78757   0.0036879
          78     1.81035     1.78786  0.00365216
          79     1.85037     1.78865  0.00369065
          80     1.77838     1.78852  0.00364675
          81     1.78946     1.78853  0.00360175
          82     1.82556     1.78898  0.00358602
          83     1.82994     1.78948   0.0035766
          84     1.83816     1.79006  0.00358068
          85       1.787     1.79002  0.00353873
          86     1.74458     1.78949  0.00353681
          87     1.74968     1.78904  0.00352564
          88     1.74393     1.78852  0.00352264
          89      1.6827     1.78733  0.00367827
          90     1.71133     1.78649  0.00373308
          91      1.7464     1.78605  0.00371796
          92     1.75375      1.7857  0.00369409
          93     1.70425     1.78482  0.00375676
          94     1.73335     1.78427  0.00375649
          95     1.78478     1.78428  0.00371695
          96     1.76641     1.78409  0.00368289
          97     1.72103     1.78344  0.00370186
          98     1.77513     1.78336  0.00366506
          99     1.71195     1.78264  0.00369833
         100     1.68935      1.7817  0.00377716
