           1     1.10389     1.10389           0
           2     1.09671      1.1003  0.00253712
           3      1.1025     1.10103  0.00179391
           4     1.12165     1.10619  0.00466238
           5     1.09494     1.10394  0.00423821
           6     1.09417     1.10231   0.0038321
           7     1.12391     1.10539  0.00435281
           8     1.10157     1.10492  0.00383492
           9     1.12407     1.10704  0.00395545
          10     1.08837     1.10518  0.00397631
          11     1.15693     1.10988  0.00576118
          12     1.09642     1.10876  0.00538921
          13     1.10389     1.10838  0.00498768
          14     1.12023     1.10923  0.00470266
          15     1.13656     1.11105  0.00472897
          16     1.09813     1.11025  0.00450184
          17     1.13511     1.11171  0.00446823
          18     1.08148     1.11003  0.00452454
          19     1.09448     1.10921   0.0043598
          20     1.12345     1.10992  0.00419955
          21     1.08537     1.10875  0.00415918
          22     1.09422     1.10809  0.00402227
          23     1.10965     1.10816  0.00384796
          24     1.12361      1.1088  0.00374105
          25       1.098     1.10837  0.00361628
          26      1.1387     1.10954  0.00366051
          27      1.1043     1.10934  0.00353008
          28     1.12575     1.10993   0.0034523
          29     1.10311     1.10969  0.00334126
          30     1.09076     1.10906  0.00328897
          31     1.12141     1.10946  0.00320691
          32     1.12387     1.10991  0.00313814
          33     1.10942      1.1099  0.00304308
          34     1.13858     1.11074   0.0030683
          35     1.09399     1.11026  0.00301773
          36     1.13032     1.11082  0.00298491
          37     1.12968     1.11133  0.00294743
          38     1.10661      1.1112  0.00287249
          39     1.10426     1.11103  0.00280435
          40       1.121     1.11128  0.00274531
          41     1.10776     1.11119  0.00267969
          42     1.11003     1.11116  0.00261603
          43     1.09567      1.1108  0.00257988
          44     1.13475     1.11135    0.002578
          45     1.08481     1.11076  0.00258726
          46     1.10515     1.11064  0.00253389
          47      1.1172     1.11077  0.00248383
          48     1.12364     1.11104   0.0024465
          49     1.11792     1.11118  0.00240059
          50     1.13402     1.11164  0.00239564
          51     1.09567     1.11133  0.00236904
          52     1.10105     1.11113  0.00233171
          53     1.10799     1.11107  0.00228847
          54     1.11094     1.11107   0.0022461
          55     1.10191      1.1109  0.00221142
          56     1.11656       1.111  0.00217423
          57     1.13118     1.11136  0.00216471
          58      1.1192     1.11149   0.0021316
          59     1.12241     1.11168   0.0021035
          60     1.11629     1.11175  0.00206984
          61     1.08689     1.11135  0.00207567
          62     1.11564     1.11141  0.00204334
          63     1.12549     1.11164  0.00202309
          64     1.09886     1.11144   0.0020013
          65     1.11639     1.11151  0.00197196
          66     1.12601     1.11173  0.00195428
          67     1.10216     1.11159  0.00193033
          68      1.0921      1.1113  0.00192312
          69     1.12209     1.11146  0.00190159
          70     1.09697     1.11125  0.00188566
          71     1.09515     1.11103  0.00187269
          72     1.09218     1.11077  0.00186489
          73     1.12254     1.11093  0.00184631
          74     1.09653     1.11073  0.00183158
          75     1.10252     1.11062  0.00181043
          76     1.10598     1.11056  0.00178764
          77      1.1068     1.11051   0.0017651
          78     1.12399     1.11069   0.0017509
          79     1.10688     1.11064   0.0017294
          80     1.11038     1.11063  0.00170778
          81     1.09478     1.11044  0.00169787
          82     1.08783     1.11016   0.0016994
          83     1.10942     1.11015  0.00167895
          84     1.10841     1.11013  0.00165909
          85     1.12054     1.11026  0.00164409
          86     1.12063     1.11038  0.00162939
          87     1.11245      1.1104  0.00161083
          88     1.09929     1.11027  0.00159747
          89     1.13309     1.11053  0.00159996
          90     1.10809      1.1105  0.00158241
          91     1.13005     1.11072  0.00157953
          92     1.11091     1.11072  0.00156237
          93     1.08273     1.11042  0.00157429
          94     1.11935     1.11051  0.00156041
          95      1.1003     1.11041  0.00154769
          96     1.09322     1.11023  0.00154189
          97     1.09953     1.11012  0.00152993
          98     1.12467     1.11027  0.00152151
          99      1.1335      1.1105  0.00152414
         100     1.10754     1.11047  0.00150918
