           1     2.18894     2.18894           0
           2      2.3398     2.26437   0.0533356
           3     2.20118     2.24331   0.0394972
           4     2.12443     2.21359   0.0392421
           5     2.30896     2.23266   0.0357297
           6     2.19446     2.22629   0.0303366
           7     2.14121     2.21414   0.0283336
           8     2.29047     2.22368   0.0263494
           9     2.13071     2.21335   0.0253658
          10     2.32023     2.22404   0.0249799
          11     1.87577     2.19238   0.0377756
          12     2.38145     2.20813    0.037771
          13      2.2872     2.21422   0.0353518
          14     2.17963     2.21175   0.0329129
          15     2.04509     2.20064     0.03254
          16     2.24483      2.2034   0.0306232
          17     1.98504     2.19055   0.0314003
          18     2.44761     2.20483   0.0327428
          19     2.24236     2.20681    0.031079
          20     2.04885     2.19891    0.030512
          21     2.30659     2.20404   0.0294868
          22     2.40197     2.21304   0.0294871
          23     2.26457     2.21528     0.02829
          24     2.17921     2.21377   0.0271512
          25     2.42016     2.22203   0.0272914
          26      2.0472      2.2153   0.0270574
          27     2.23644     2.21609   0.0260666
          28     2.13822     2.21331   0.0252836
          29      2.2654      2.2151   0.0244755
          30     2.36104     2.21997   0.0241382
          31     2.13145     2.21711   0.0235278
          32     2.18418     2.21608   0.0228151
          33     2.16292     2.21447   0.0221805
          34     2.06046     2.20994   0.0219859
          35     2.24332      2.2109   0.0213784
          36     2.02657     2.20578   0.0213889
          37     1.99127     2.19998   0.0215822
          38     2.23238     2.20083   0.0210311
          39     2.22344     2.20141   0.0204998
          40     2.07131     2.19816   0.0202437
          41     2.20643     2.19836    0.019751
          42     2.13494     2.19685   0.0193384
          43     2.21414     2.19725   0.0188928
          44     1.87234     2.18987   0.0198541
          45     2.26105     2.19145   0.0194758
          46     2.14133     2.19036   0.0190829
          47     2.14097     2.18931   0.0187058
          48     2.09831     2.18741   0.0184119
          49     2.25464     2.18879   0.0180872
          50     1.98119     2.18463   0.0181958
          51       2.198      2.1849   0.0178409
          52     2.26684     2.18647   0.0175672
          53      2.1847     2.18644   0.0172358
          54     2.21733     2.18701   0.0169261
          55     2.17717     2.18683   0.0166193
          56     2.07989     2.18492   0.0164319
          57     1.95579      2.1809   0.0166281
          58     2.11682      2.1798    0.016378
          59     2.21924     2.18047   0.0161141
          60     2.13816     2.17976   0.0158609
          61     2.29697     2.18168   0.0157169
          62     2.02935     2.17922   0.0156542
          63     2.16519       2.179   0.0154073
          64      2.3777     2.18211   0.0154762
          65      2.2337      2.1829   0.0152585
          66     2.10486     2.18172    0.015073
          67     2.31374     2.18369   0.0149763
          68     2.19933     2.18392   0.0147578
          69     2.18543     2.18394    0.014544
          70     2.29481     2.18552   0.0144222
          71     2.25356     2.18648   0.0142509
          72     2.31213     2.18823   0.0141594
          73     2.06509     2.18654   0.0140655
          74     2.29678     2.18803   0.0139541
          75      2.2177     2.18843   0.0137737
          76      2.2318       2.189   0.0136043
          77     2.16957     2.18874   0.0134299
          78     2.13863      2.1881   0.0132731
          79     2.23659     2.18872   0.0131193
          80     2.25217     2.18951   0.0129792
          81     2.26495     2.19044   0.0128524
          82     2.44728     2.19357   0.0130717
          83     2.17173     2.19331   0.0129169
          84     2.16477     2.19297   0.0127676
          85     2.25634     2.19372   0.0126391
          86     2.14468     2.19314    0.012505
          87     2.21834     2.19343   0.0123646
          88     2.28217     2.19444   0.0122652
          89     1.98893     2.19213   0.0123428
          90     2.20064     2.19223    0.012206
          91      1.9934     2.19004   0.0122659
          92     2.21162     2.19028   0.0121348
          93     2.27079     2.19114   0.0120352
          94     2.23676     2.19163   0.0119169
          95     2.29191     2.19268   0.0118381
          96     2.21849     2.19295   0.0117179
          97     2.23711     2.19341   0.0116059
          98     2.04768     2.19192   0.0115823
          99     2.03666     2.19035    0.011571
         100     2.16549      2.1901    0.011458
