-2.27559	0.00102592
-2.23143	0
-2.18728	0
-2.14313	0
-2.09897	0.00376152
-2.05482	0.00521666
-2.01067	0.00621333
-1.96651	0.00938671
-1.92236	0.0126287
-1.87821	0.0174904
-1.83405	0.02057
-1.7899	0.0272326
-1.74574	0.0347256
-1.70159	0.0411727
-1.65744	0.0517897
-1.61328	0.0614838
-1.56913	0.0754226
-1.52498	0.0913712
-1.48082	0.107453
-1.43667	0.127013
-1.39252	0.145271
-1.34836	0.165235
-1.30421	0.188107
-1.26006	0.212245
-1.2159	0.236822
-1.17175	0.260226
-1.1276	0.284377
-1.08344	0.307218
-1.03929	0.327176
-0.995138	0.348037
-0.950985	0.364844
-0.906831	0.379507
-0.862678	0.391342
-0.818525	0.399863
-0.774371	0.405204
-0.730218	0.407282
-0.686065	0.406407
-0.641911	0.402871
-0.597758	0.396593
-0.553605	0.388459
-0.509451	0.378244
-0.465298	0.367953
-0.421144	0.355959
-0.376991	0.343439
-0.332838	0.331291
-0.288684	0.320457
-0.244531	0.310117
-0.200378	0.301439
-0.156224	0.293512
-0.112071	0.288062
-0.0679177	0.283685
-0.0237643	0.281681
0.020389	0.281538
0.0645424	0.283532
0.108696	0.287048
0.152849	0.292913
0.197002	0.300319
0.241156	0.309682
0.285309	0.319362
0.329462	0.331049
0.373616	0.342763
0.417769	0.354008
0.461923	0.366655
0.506076	0.377705
0.550229	0.388109
0.594383	0.396315
0.638536	0.402352
0.682689	0.406284
0.726843	0.407366
0.770996	0.405403
0.815149	0.400322
0.859303	0.392083
0.903456	0.380547
0.947609	0.366692
0.991763	0.349999
1.03592	0.329341
1.08007	0.308107
1.12422	0.286238
1.16838	0.26379
1.21253	0.240034
1.25668	0.214977
1.30084	0.19237
1.34499	0.169798
1.38914	0.145096
1.4333	0.125182
1.47745	0.108438
1.5216	0.0921892
1.56576	0.0757385
1.60991	0.0646213
1.65406	0.051508
1.69822	0.0420349
1.74237	0.0335964
1.78652	0.0268157
1.83068	0.0216896
1.87483	0.0178061
1.91898	0.0132409
1.96314	0.00937487
2.00729	0.00678221
2.05144	0.00616494
2.0956	0.00471278
