-2.29766	6.46017e-09
-2.29722	2.58408e-08
-2.29679	5.81424e-08
-2.29635	1.03366e-07
-2.29591	1.61512e-07
-2.29548	2.32582e-07
-2.29504	3.16577e-07
-2.2946	4.13501e-07
-2.29416	5.23354e-07
-2.29373	6.46139e-07
-2.29329	7.8186e-07
-2.29285	9.30519e-07
-2.29242	1.09212e-06
-2.29198	1.26667e-06
-2.29154	1.45416e-06
-2.2911	1.65461e-06
-2.29067	1.86802e-06
-2.29023	2.09439e-06
-2.28979	2.33372e-06
-2.28936	2.58603e-06
-2.28892	2.85132e-06
-2.28848	3.1296e-06
-2.28804	3.42087e-06
-2.28761	3.72513e-06
-2.28717	4.0424e-06
-2.28673	4.37268e-06
-2.2863	4.71598e-06
-2.28586	5.07231e-06
-2.28542	5.44167e-06
-2.28498	5.82407e-06
-2.28455	6.21953e-06
-2.28411	6.62805e-06
-2.28367	7.04963e-06
-2.28324	7.4843e-06
-2.2828	7.93205e-06
-2.28236	8.3929e-06
-2.28192	8.86686e-06
-2.28149	9.35394e-06
-2.28105	9.85415e-06
-2.28061	1.03675e-05
-2.28018	1.0894e-05
-2.27974	1.14337e-05
-2.2793	1.19865e-05
-2.27886	1.25525e-05
-2.27843	1.31318e-05
-2.27799	1.37242e-05
-2.27755	1.43299e-05
-2.27712	1.49488e-05
-2.27668	1.55809e-05
-2.27624	1.62263e-05
-2.2758	1.6885e-05
-2.27537	1.7557e-05
-2.27493	1.82423e-05
-2.27449	1.89409e-05
-2.27406	1.96529e-05
-2.27362	2.03782e-05
-2.27318	2.11169e-05
-2.27274	2.1869e-05
-2.27231	2.26344e-05
-2.27187	2.34133e-05
-2.27143	2.42056e-05
-2.271	2.50114e-05
-2.27056	2.58306e-05
-2.27012	2.66634e-05
-2.26968	2.75096e-05
-2.26925	2.83693e-05
-2.26881	2.92426e-05
-2.26837	3.01294e-05
-2.26793	3.10299e-05
-2.2675	3.19439e-05
-2.26706	3.28715e-05
-2.26662	3.38128e-05
-2.26619	3.47677e-05
-2.26575	3.57363e-05
-2.26531	3.67185e-05
-2.26487	3.77145e-05
-2.26444	3.87243e-05
-2.264	3.97478e-05
-2.26356	4.0785e-05
-2.26313	4.18361e-05
-2.26269	4.2901e-05
-2.26225	4.39797e-05
-2.26181	4.50723e-05
-2.26138	4.61788e-05
-2.26094	4.72992e-05
-2.2605	4.84335e-05
-2.26007	4.95818e-05
-2.25963	5.07441e-05
-2.25919	5.19203e-05
-2.25875	5.31106e-05
-2.25832	5.4315e-05
-2.25788	5.55334e-05
-2.25744	5.67659e-05
-2.25701	5.80126e-05
-2.25657	5.92734e-05
-2.25613	6.05484e-05
