-2.29766	0.000888983
-2.29722	0.000892112
-2.29679	0.000895252
-2.29635	0.000898402
-2.29591	0.000901562
-2.29548	0.000904732
-2.29504	0.000907912
-2.2946	0.000911103
-2.29416	0.000914304
-2.29373	0.000917515
-2.29329	0.000920737
-2.29285	0.000923969
-2.29242	0.000927211
-2.29198	0.000930464
-2.29154	0.000933727
-2.2911	0.000937001
-2.29067	0.000940285
-2.29023	0.00094358
-2.28979	0.000946885
-2.28936	0.000950201
-2.28892	0.000953527
-2.28848	0.000956865
-2.28804	0.000960213
-2.28761	0.000963571
-2.28717	0.000966941
-2.28673	0.000970321
-2.2863	0.000973712
-2.28586	0.000977114
-2.28542	0.000980527
-2.28498	0.000983951
-2.28455	0.000987385
-2.28411	0.000990831
-2.28367	0.000994287
-2.28324	0.000997755
-2.2828	0.00100123
-2.28236	0.00100472
-2.28192	0.00100822
-2.28149	0.00101174
-2.28105	0.00101526
-2.28061	0.00101879
-2.28018	0.00102234
-2.27974	0.0010259
-2.2793	0.00102947
-2.27886	0.00103305
-2.27843	0.00103664
-2.27799	0.00104024
-2.27755	0.00104385
-2.27712	0.00104748
-2.27668	0.00105112
-2.27624	0.00105477
-2.2758	0.00105843
-2.27537	0.0010621
-2.27493	0.00106578
-2.27449	0.00106948
-2.27406	0.00107318
-2.27362	0.0010769
-2.27318	0.00108063
-2.27274	0.00108437
-2.27231	0.00108813
-2.27187	0.0010919
-2.27143	0.00109567
-2.271	0.00109946
-2.27056	0.00110326
-2.27012	0.00110708
-2.26968	0.0011109
-2.26925	0.00111474
-2.26881	0.00111859
-2.26837	0.00112246
-2.26793	0.00112633
-2.2675	0.00113022
-2.26706	0.00113412
-2.26662	0.00113803
-2.26619	0.00114195
-2.26575	0.00114589
-2.26531	0.00114983
-2.26487	0.00115379
-2.26444	0.00115777
-2.264	0.00116175
-2.26356	0.00116575
-2.26313	0.00116976
-2.26269	0.00117379
-2.26225	0.00117782
-2.26181	0.00118187
-2.26138	0.00118593
-2.26094	0.00119001
-2.2605	0.00119409
-2.26007	0.00119819
-2.25963	0.00120231
-2.25919	0.00120643
-2.25875	0.00121057
-2.25832	0.00121472
-2.25788	0.00121889
-2.25744	0.00122306
-2.25701	0.00122725
-2.25657	0.00123146
-2.25613	0.00123567
-2.25569	0.0012399
-2.25526	0.00124415
-2.25482	0.0012484
-2.25438	0.00125267
-2.25395	0.00125695
-2.25351	0.00126125
-2.25307	0.00126556
-2.25263	0.00126988
-2.2522	0.00127422
-2.25176	0.00127857
-2.25132	0.00128293
-2.25089	0.00128731
-2.25045	0.0012917
-2.25001	0.00129611
-2.24957	0.00130052
-2.24914	0.00130496
-2.2487	0.0013094
-2.24826	0.00131386
-2.24783	0.00131833
-2.24739	0.00132282
-2.24695	0.00132732
-2.24651	0.00133184
-2.24608	0.00133637
-2.24564	0.00134091
-2.2452	0.00134547
-2.24477	0.00135004
-2.24433	0.00135462
-2.24389	0.00135922
-2.24345	0.00136384
-2.24302	0.00136847
-2.24258	0.00137311
-2.24214	0.00137776
-2.24171	0.00138244
-2.24127	0.00138712
-2.24083	0.00139182
-2.24039	0.00139654
-2.23996	0.00140126
-2.23952	0.00140601
-2.23908	0.00141077
-2.23865	0.00141554
-2.23821	0.00142033
-2.23777	0.00142513
-2.23733	0.00142995
-2.2369	0.00143478
-2.23646	0.00143962
-2.23602	0.00144449
-2.23558	0.00144936
-2.23515	0.00145425
-2.23471	0.00145916
-2.23427	0.00146408
-2.23384	0.00146902
-2.2334	0.00147397
-2.23296	0.00147894
-2.23252	0.00148392
-2.23209	0.00148892
-2.23165	0.00149393
-2.23121	0.00149896
-2.23078	0.001504
-2.23034	0.00150906
-2.2299	0.00151414
-2.22946	0.00151923
-2.22903	0.00152433
-2.22859	0.00152945
-2.22815	0.00153459
-2.22772	0.00153974
-2.22728	0.00154491
-2.22684	0.0015501
-2.2264	0.0015553
-2.22597	0.00156051
-2.22553	0.00156574
-2.22509	0.00157099
-2.22466	0.00157625
-2.22422	0.00158153
-2.22378	0.00158683
-2.22334	0.00159214
-2.22291	0.00159747
-2.22247	0.00160281
-2.22203	0.00160817
-2.2216	0.00161355
-2.22116	0.00161894
-2.22072	0.00162435
-2.22028	0.00162978
-2.21985	0.00163522
-2.21941	0.00164068
-2.21897	0.00164615
-2.21854	0.00165164
-2.2181	0.00165715
-2.21766	0.00166268
-2.21722	0.00166822
-2.21679	0.00167378
-2.21635	0.00167935
-2.21591	0.00168494
-2.21548	0.00169055
-2.21504	0.00169618
-2.2146	0.00170182
-2.21416	0.00170748
-2.21373	0.00171316
-2.21329	0.00171885
-2.21285	0.00172457
-2.21242	0.00173029
-2.21198	0.00173604
-2.21154	0.0017418
-2.2111	0.00174758
-2.21067	0.00175338
-2.21023	0.0017592
-2.20979	0.00176503
-2.20936	0.00177088
-2.20892	0.00177675
-2.20848	0.00178263
-2.20804	0.00178854
-2.20761	0.00179446
-2.20717	0.0018004
-2.20673	0.00180635
-2.2063	0.00181233
-2.20586	0.00181832
-2.20542	0.00182433
-2.20498	0.00183036
-2.20455	0.0018364
-2.20411	0.00184247
-2.20367	0.00184855
-2.20323	0.00185465
-2.2028	0.00186077
-2.20236	0.00186691
-2.20192	0.00187306
-2.20149	0.00187924
-2.20105	0.00188543
-2.20061	0.00189164
-2.20017	0.00189787
-2.19974	0.00190412
-2.1993	0.00191038
-2.19886	0.00191667
-2.19843	0.00192297
-2.19799	0.0019293
-2.19755	0.00193564
-2.19711	0.001942
-2.19668	0.00194838
-2.19624	0.00195478
-2.1958	0.00196119
-2.19537	0.00196763
-2.19493	0.00197408
-2.19449	0.00198056
-2.19405	0.00198705
-2.19362	0.00199357
-2.19318	0.0020001
