1.50532	0	4.87761	0
1.49366	0.0116595	4.92367	0.04606
1.50921	0.0169436	4.96739	0.0511718
1.50661	0.0122601	4.97102	0.0363657
1.51775	0.0146431	4.99184	0.035027
1.50755	0.015716	4.95513	0.0465302
1.5014	0.0146404	4.96178	0.0398831
1.50188	0.0126882	4.95888	0.0346609
1.50133	0.0112037	4.97738	0.0357304
1.50077	0.0100363	4.98192	0.0322779
1.49969	0.00914222	4.98941	0.0301417
1.49875	0.00839814	4.99152	0.0275964
1.50044	0.00790649	4.98789	0.0256423
1.49813	0.00767568	4.98334	0.0241728
1.49858	0.00715978	4.97925	0.0228716
1.49961	0.00677651	4.97576	0.0216772
1.49851	0.00645945	4.96849	0.021621
1.49609	0.00655255	4.96996	0.0204369
1.49805	0.00650005	4.97159	0.0194005
1.49913	0.00625963	4.97787	0.0194451
1.49964	0.00597631	4.9786	0.0185104
1.50056	0.00577131	4.97829	0.0176517
1.49907	0.00571266	4.97703	0.0169135
1.49921	0.00547123	4.98134	0.0167553
1.50173	0.00582466	4.98373	0.0162491
1.50467	0.00632098	4.9904	0.0169744
1.50463	0.00608254	4.99773	0.0179052
1.50504	0.00587568	4.99224	0.0181084
1.50399	0.0057653	4.9849	0.0189513
1.50353	0.00558907	4.98284	0.018424
1.50295	0.0054365	4.97982	0.0180733
1.50297	0.0052639	4.98229	0.0176722
1.50416	0.00523872	4.98571	0.0174657
1.50194	0.00554683	4.98805	0.0171057
1.50163	0.00539475	4.98689	0.0166503
1.50347	0.00555804	4.99576	0.018454
1.50359	0.00540696	4.99817	0.018109
1.50305	0.00529037	5.00282	0.0182294
1.5022	0.00522315	5.00182	0.0177837
1.50248	0.00509892	5.00063	0.0173748
1.50287	0.00498834	5.00558	0.0176549
1.50371	0.00494026	5.00755	0.0173421
1.50435	0.00486506	5.0097	0.0170692
1.50379	0.00478574	5.01212	0.0168516
1.5038	0.0046782	5.00654	0.0173914
1.50389	0.00457636	5.00678	0.0170107
1.50322	0.00452783	5.00348	0.0169695
1.5017	0.00468728	5.001	0.0167962
1.50202	0.00460194	4.99644	0.0170681
1.50187	0.0045115	4.99403	0.0168971
1.50311	0.00459126	4.99269	0.0166166
1.50242	0.0045546	4.99386	0.0163364
1.50231	0.00446921	4.99338	0.0160324
1.50253	0.00439133	4.99526	0.0158435
1.50169	0.00439112	4.99289	0.0157316
1.50141	0.00432135	4.99157	0.0155044
1.50303	0.00454345	4.99381	0.0153936
1.50234	0.00451766	4.99501	0.0151737
1.50202	0.00445139	4.9924	0.0151407
1.50195	0.00437727	4.99219	0.0148877
1.50225	0.00431532	4.99153	0.0146564
1.50363	0.00446542	4.99293	0.0144858
1.50318	0.00441737	4.99444	0.0143331
1.50423	0.00447384	4.99626	0.0142242
1.50396	0.0044126	4.99514	0.0140482
1.50454	0.00438363	4.9966	0.0139108
1.50499	0.00434044	4.99636	0.0137037
1.50494	0.00427642	4.99793	0.0135917
1.50435	0.00425452	4.99589	0.013548
1.50509	0.00425725	4.99735	0.0134325
1.50563	0.00423144	4.99851	0.013293
1.50506	0.00421055	4.99611	0.0133243
1.50578	0.00421434	4.9981	0.01329
1.50607	0.00416697	4.99865	0.0131208
1.50548	0.00415304	4.99944	0.0129689
1.50477	0.00415817	4.99712	0.0130064
1.50358	0.00427277	4.99536	0.0129569
1.50432	0.00428105	4.99478	0.0128025
1.50511	0.00429956	4.99613	0.0127111
1.50517	0.0042459	4.99451	0.0126559
1.50511	0.00419347	4.99537	0.0125281
1.50533	0.00414784	4.9953	0.0123746
1.50627	0.00420288	4.99722	0.0123733
1.50548	0.00422752	4.99637	0.0122541
1.5055	0.00417757	4.99519	0.0121668
1.50558	0.00412938	4.99589	0.0120447
1.50565	0.00408232	4.99742	0.0120035
1.50615	0.00406674	4.99592	0.0119608
1.50615	0.00402079	4.99641	0.011836
1.50579	0.00399233	4.99753	0.0117571
1.50514	0.00400067	4.99697	0.0116409
1.50547	0.00397018	4.99523	0.0116446
1.50506	0.00394853	4.99343	0.0116572
1.50406	0.00403244	4.99226	0.0115925
1.50357	0.00401945	4.99081	0.0115609
1.50298	0.00402051	4.98922	0.0115489
1.50251	0.0040067	4.9889	0.0114338
1.50265	0.00396806	4.98868	0.0113188
1.50173	0.00403288	4.9885	0.0112053
1.50209	0.00400814	4.9899	0.0111808
